gene	loeuf	pli
DOCK9	0.191	1.0
COL4A5	0.191	1.0
NR2F1	0.191	0.99482
WNK3	0.191	0.99999
DKC1	0.191	0.99916
SENP5	0.191	0.99978
LGI1	0.191	0.99914
BMPR2	0.191	0.99998
SMARCE1	0.191	0.99915
FURIN	0.191	0.99994
SPTBN4	0.191	1.0
RPL7A	0.191	0.99485
TENM2	0.191	1.0
ASIC2	0.192	0.99912
ACTR3B	0.192	0.99911
ARHGAP31	0.192	0.99999
SNX27	0.192	0.99977
AJAP1	0.192	0.99469
PTPRA	0.192	0.99998
GRIK3	0.192	0.99998
MAP1A	0.192	1.0
CEP170	0.192	1.0
GDI1	0.192	0.99471
XKR4	0.192	0.99912
HPN	0.192	0.99911
TNS3	0.192	1.0
MTPAP	0.193	0.99904
VDAC3	0.193	0.99454
SNAP91	0.193	0.99993
EBF2	0.193	0.99976
TAF5L	0.193	0.99904
ZBTB16	0.193	0.99907
AGO3	0.193	0.99997
PPME1	0.193	0.99904
GRIA3	0.193	0.99976
NFKBIA	0.193	0.99452
TENM1	0.193	1.0
CYBB	0.193	0.99904
SCAF11	0.193	1.0
TBX18	0.193	0.99905
SEC24B	0.194	1.0
ZNF280C	0.194	0.99899
ATN1	0.194	0.99992
EXOC8	0.194	0.99902
BHLHE40	0.194	0.99444
SH3KBP1	0.194	0.99899
SKI	0.194	0.99901
DCUN1D5	0.194	0.99432
SOGA1	0.194	1.0
CHM	0.194	0.99899
RBFOX2	0.194	0.99902
RAE1	0.194	0.99902
RUVBL1	0.194	0.99902
SMEK1	0.194	0.99992
TBR1	0.194	0.99901
PSMD13	0.194	0.99901
GLI3	0.195	0.99999
SGIP1	0.195	0.99997
FOXP3	0.195	0.99424
KIAA0232	0.195	0.99999
WDR44	0.195	0.99972
CACNG3	0.195	0.99417
SIN3B	0.195	0.99999
ATRN	0.195	1.0
KLHL15	0.195	0.99422
ACTR2	0.195	0.99896
GLYR1	0.195	0.99973
CLIP2	0.196	0.99997
PDS5A	0.196	1.0
PIK3CD	0.196	0.99999
ROCK1	0.196	1.0
SALL1	0.196	0.99971
ATXN7L3	0.196	0.99892
FGD1	0.196	0.9997
LINGO1	0.196	0.99413
TNFAIP3	0.196	0.99972
NUFIP2	0.196	0.99891
RIC8B	0.196	0.99892
IL1RAPL1	0.197	0.99886
POU2F2	0.197	0.99884
COPS4	0.197	0.99886
DNAJC13	0.197	1.0
XRN1	0.197	1.0
ANKRD12	0.197	1.0
PACSIN1	0.197	0.99887
RAPGEF2	0.197	1.0
ETS2	0.197	0.99888
HCFC2	0.198	0.99989
PAIP1	0.198	0.99884
LAMC1	0.198	1.0
SSBP3	0.198	0.99968
NEDD4L	0.198	1.0
KIAA0368	0.198	1.0
PDGFC	0.198	0.99374
KIAA2022	0.198	0.99968
IPO13	0.198	0.99998
PSMA5	0.198	0.99376
YY1	0.198	0.9938
ASXL3	0.199	1.0
PA2G4	0.199	0.99876
DLGAP2	0.199	0.99989
MPPED2	0.199	0.99349
CPSF7	0.199	0.99873
VCAN	0.199	1.0
PAX8	0.2	0.99869
PRKCE	0.2	0.99988
KCTD16	0.2	0.99329
KIF4A	0.2	0.99998
DAB2IP	0.2	0.99995
SIPA1L3	0.2	1.0
TOX	0.2	0.99869
NTNG2	0.201	0.99866
CLASP2	0.201	1.0
HERC2	0.201	1.0
DCAF8	0.201	0.9996
STIP1	0.201	0.99987
ACIN1	0.201	1.0
HSPA8	0.201	0.99863
RPL6	0.201	0.99326
SETDB1	0.201	1.0
NFIA	0.202	0.99959
RNF220	0.202	0.99958
JPH3	0.202	0.99855
CACNA1I	0.202	1.0
RFWD2	0.202	0.99994
STAT5A	0.202	0.99994
GATAD2A	0.202	0.99957
COL1A2	0.202	1.0
DMXL1	0.202	1.0
AP1G1	0.202	0.99998
OSBPL6	0.202	0.99999
USP19	0.203	0.99999
SMARCA2	0.203	1.0
ARHGAP21	0.203	1.0
CAMSAP2	0.203	0.99999
PHF1	0.203	0.99956
PRKCG	0.203	0.99985
KIAA1244	0.203	1.0
PDZD8	0.203	0.99984
BTBD11	0.204	0.99993
UNC5A	0.204	0.99983
CTDSP1	0.204	0.99254
CELF5	0.204	0.99844
RBM14	0.204	0.99843
TRAPPC10	0.204	0.99999
CYLD	0.204	0.99993
FTSJ1	0.204	0.99254
ATP9A	0.205	0.99999
BRSK1	0.205	0.99982
NFAT5	0.205	1.0
ATF7	0.205	0.9984
IL21R	0.205	0.99835
RBM39	0.205	0.99981
EIF4A2	0.205	0.99835
MORC2	0.205	0.99999
FBN2	0.205	1.0
ZC3H12B	0.206	0.99835
CSNK1G3	0.206	0.99947
PDE4D	0.206	0.9998
GNAL	0.206	0.99829
PITPNM3	0.206	0.99992
UBE3A	0.206	0.9998
ZNF512B	0.206	0.99992
BHLHE41	0.206	0.99212
SETD2	0.206	1.0
SMARCD1	0.206	0.99947
RBM27	0.206	0.99999
SLC9A6	0.206	0.99833
TOMM40	0.206	0.99218
RIMS2	0.206	1.0
ANKIB1	0.207	0.99996
CDK1	0.207	0.99206
FBXO41	0.207	0.99944
MAPK8	0.207	0.99823
GLG1	0.207	1.0
PTPRC	0.207	1.0
RASGRF1	0.207	0.99999
ACHE	0.207	0.99827
HMGCS1	0.207	0.99824
QSER1	0.208	0.99999
ATAD5	0.208	1.0
SF3B4	0.208	0.99176
DDI2	0.208	0.99819
EP400	0.208	1.0
PAPD5	0.208	0.99943
GCN1L1	0.208	1.0
CORO1C	0.209	0.99813
IL2RG	0.209	0.99152
MBD6	0.209	0.99937
ARHGAP30	0.209	0.9999
PPP5C	0.209	0.99938
LMNA	0.209	0.9994
RAB11A	0.209	0.99151
SYNCRIP	0.209	0.99939
SOX10	0.209	0.99166
BRAF	0.209	0.99995
SVOP	0.209	0.99938
HNRNPR	0.21	0.99935
RPGR	0.21	0.99804
WNK2	0.21	1.0
MAPRE1	0.21	0.99129
WDR45	0.21	0.99145
MEPCE	0.21	0.99804
BRINP2	0.21	0.99936
C11orf84	0.21	0.99142
NPAS3	0.211	0.99974
USP15	0.211	0.99997
ZC3H13	0.211	1.0
DGCR8	0.211	0.99973
CACNA1G	0.211	1.0
ING3	0.211	0.99933
CSMD1	0.211	1.0
ERCC6L	0.211	0.99932
DNAJA2	0.211	0.99796
TAF5	0.211	0.99973
C10orf12	0.211	0.99974
KIF26B	0.211	0.99999
RP11-159G9.5	0.211	0.99105
UBN1	0.211	0.99995
MTSS1	0.212	0.9997
ASTN1	0.212	0.99998
NCOA5	0.212	0.99926
OTUD4	0.212	0.99997
SORT1	0.212	0.99987
UCHL1	0.212	0.99095
LEF1	0.212	0.99789
FRY	0.212	1.0
MAP3K7	0.212	0.99971
LCK	0.212	0.99926
ZNF445	0.212	0.9997
IGF2R	0.212	1.0
BTBD18	0.212	0.99782
CHRM1	0.213	0.99059
ASH2L	0.213	0.99968
ACTN1	0.213	0.99997
ATF7IP	0.213	0.99993
ATP6AP1	0.213	0.99079
HSP90AB1	0.213	0.99923
PDE10A	0.213	0.99986
RFX2	0.213	0.9997
COPB1	0.213	0.99994
RNF111	0.213	0.99987
TBC1D10B	0.213	0.99922
WDR33	0.213	1.0
NRG2	0.213	0.99925
UBN2	0.213	0.99993
UBR2	0.213	1.0
FAM193A	0.213	0.99993
SLC6A8	0.213	0.99778
SARS	0.213	0.99925
MLLT4	0.213	1.0
SRCIN1	0.213	0.99987
CACNA1D	0.214	1.0
ST5	0.214	0.99996
MAP3K1	0.214	0.99998
IGSF1	0.214	0.99993
COG3	0.214	0.99993
JAK1	0.214	0.99998
RAB14	0.214	0.99047
EVI5L	0.214	0.99985
DYRK1A	0.214	0.99967
NEURL4	0.214	0.99999
DAB1	0.215	0.99915
KCNH4	0.215	0.99984
ARHGEF11	0.215	1.0
CCAR1	0.215	0.99999
THSD7A	0.215	1.0
SOX6	0.215	0.99984
FGFR1	0.215	0.99984
TTYH3	0.215	0.99916
ROCK2	0.215	1.0
ANKS1B	0.215	0.99998
NFASC	0.215	0.99999
WASF1	0.215	0.99757
SENP6	0.215	0.99998
CSNK1A1	0.215	0.99758
WDR48	0.215	0.99985
GCLM	0.216	0.99011
RPS8	0.216	0.99003
FAF2	0.216	0.99911
HS6ST3	0.216	0.99001
RBM4	0.216	0.99005
CSNK1G1	0.216	0.99911
ACACA	0.216	1.0
COL11A1	0.216	1.0
U2AF1	0.216	0.9899
ATP7A	0.216	0.99983
TPX2	0.217	0.99981
NUMA1	0.217	1.0
NR2F2	0.217	0.98972
TCF4	0.217	0.99981
HTATSF1	0.217	0.9974
TRAF6	0.217	0.99739
RSRC2	0.217	0.99905
SNRPA1	0.217	0.98984
SNW1	0.217	0.99961
NXN	0.218	0.99725
CCT4	0.218	0.99903
SAMD4A	0.218	0.99958
RGAG1	0.218	0.99731
ZMIZ2	0.218	0.99981
ANP32A	0.218	0.98961
GPM6A	0.218	0.98962
ITCH	0.218	0.99997
XRCC6	0.218	0.99904
AGO4	0.218	0.9999
DDX39B	0.218	0.99725
ZNF536	0.218	0.99958
HNRNPA2B1	0.218	0.99732
EWSR1	0.218	0.99981
NUMBL	0.218	0.99902
STRBP	0.218	0.99958
CPEB1	0.218	0.99899
SUV39H1	0.218	0.98957
FOXP2	0.219	0.99994
RXRB	0.219	0.99719
SP2	0.219	0.99721
AQR	0.219	1.0
SEMA3F	0.219	0.99989
SMG7	0.219	0.99998
SRP54	0.219	0.99895
KDM3A	0.219	0.99999
FRS2	0.219	0.99721
BRD2	0.219	0.99957
ADAMTS6	0.22	0.99998
GIT1	0.22	0.99978
ATP13A3	0.22	0.99998
RAB2A	0.22	0.98913
ASAP2	0.22	0.99996
PRKAR2B	0.22	0.99713
SMARCB1	0.22	0.9971
STAT5B	0.22	0.99988
HAUS7	0.22	0.98913
SYCP1	0.22	0.99997
YTHDF3	0.22	0.99704
ARHGAP44	0.22	0.99988
MAP2K4	0.22	0.99709
WDR1	0.22	0.99892
NR2C2	0.22	0.99892
ARHGAP23	0.22	0.99988
SEMA6A	0.221	0.99976
BCL3	0.221	0.98871
MGAT1	0.221	0.98879
SOCS6	0.221	0.98865
AFF3	0.221	0.99996
RP11-1055B8.7	0.221	0.99999
FNDC3A	0.221	0.99998
DPYSL3	0.221	0.99887
C17orf85	0.221	0.99949
ITSN1	0.221	1.0
NOL4	0.221	0.99949
PROX1	0.221	0.99884
CAMKV	0.221	0.99696
ZBTB38	0.221	0.99949
UBQLN1	0.221	0.99884
ATXN7L1	0.221	0.99884
LYN	0.221	0.99886
SMAD4	0.222	0.99881
BRWD1	0.222	1.0
ELAVL1	0.222	0.98849
SF3B2	0.222	0.99992
CLCN3	0.222	0.99973
SLIT1	0.222	0.99999
TUBB2B	0.222	0.9884
PHF19	0.222	0.99946
FAM135B	0.222	0.99996
FCHO2	0.222	0.99973
PRDM2	0.222	0.99996
DNAJC6	0.222	0.99986
ATP2B3	0.222	0.99945
RAPGEF1	0.222	0.99995
NTN1	0.222	0.99687
FEZF2	0.222	0.9886
FBXO32	0.222	0.99692
PTBP2	0.222	0.99883
EFNB2	0.222	0.98845
CDK17	0.222	0.99947
MAML3	0.223	0.99984
THRB	0.223	0.99676
MORC3	0.223	0.99985
RAPH1	0.223	0.99985
CREB1	0.223	0.99673
IREB2	0.223	0.99991
GDF6	0.223	0.98833
OLFM1	0.223	0.99679
SLC25A14	0.223	0.98821
SLC16A2	0.223	0.98828
TRAF3	0.224	0.99869
MAST3	0.224	0.99991
SPAST	0.224	0.99939
USP32	0.224	1.0
LRP8	0.224	0.99983
GJC1	0.224	0.98795
GABBR1	0.224	0.99991
PPP1R8	0.224	0.98791
BMP2	0.224	0.98799
P4HB	0.224	0.99662
GDA	0.224	0.99867
IQSEC1	0.224	0.99969
KPNA6	0.224	0.9994
LHX2	0.224	0.98812
NFIB	0.225	0.99861
WIZ	0.225	0.99865
ZBTB43	0.225	0.98767
BMPR1B	0.225	0.99863
TTC17	0.225	0.99996
PSMA7	0.225	0.98768
E2F1	0.225	0.9877
LIMK1	0.225	0.99937
APC2	0.225	0.99994
CSF1	0.226	0.99634
VAV1	0.226	0.99993
IGF2BP1	0.226	0.99933
UFD1L	0.226	0.99638
CDKL5	0.226	0.99932
MIER3	0.226	0.99856
CCT2	0.226	0.99853
SHROOM4	0.226	0.99965
TBX21	0.226	0.99636
HNRNPUL2	0.227	0.99979
CARD11	0.227	0.99995
PCNX	0.227	1.0
PCNXL3	0.227	0.99999
SCHIP1	0.227	0.98715
RAD23B	0.227	0.9963
PRPF4	0.227	0.9993
COL6A1	0.227	0.99995
DCLK1	0.227	0.99964
STK40	0.227	0.99624
FANCB	0.227	0.99631
SETD5	0.227	0.99997
HNRNPD	0.227	0.99621
TCERG1	0.227	0.99996
GNL1	0.227	0.99928
CPEB3	0.227	0.99846
PYGO1	0.228	0.98683
CUL3	0.228	0.9996
LZTS3	0.228	0.99616
KIF5A	0.228	0.99995
INO80D	0.228	0.99962
SAFB2	0.228	0.99979
NAA30	0.228	0.98682
PCBP2	0.228	0.99617
ZNF384	0.228	0.99842
LATS1	0.228	0.99987
MAML2	0.228	0.99987
CAMK1D	0.228	0.9962
TRIM46	0.228	0.99925
PIK3R1	0.228	0.99978
IL6ST	0.228	0.99978
ARHGAP6	0.228	0.99845
REL	0.229	0.99836
MAGED1	0.229	0.99831
GABRA2	0.229	0.99598
JAKMIP1	0.229	0.99986
PLXNA4	0.229	0.99999
CACNA2D2	0.229	0.99997
SNAP25	0.229	0.98653
CCND2	0.229	0.98658
FAM168A	0.229	0.98674
PATZ1	0.229	0.99598
DENND1A	0.229	0.99976
KDM7A	0.229	0.99986
SOX30	0.23	0.99825
WDTC1	0.23	0.99915
THOC1	0.23	0.99955
FMNL1	0.23	0.99985
MRTO4	0.23	0.98629
STK39	0.23	0.99916
IPO9	0.23	0.9999
HERPUD1	0.23	0.99582
REEP1	0.23	0.98632
GPS1	0.231	0.99819
PLRG1	0.231	0.99911
UBE2K	0.231	0.98621
PSMA6	0.231	0.98619
CNOT6L	0.231	0.99821
AGAP1	0.231	0.99984
CSNK1D	0.231	0.99577
CELF4	0.231	0.99817
RDH10	0.231	0.98594
MAP2K7	0.232	0.99552
GABPA	0.232	0.99812
KIF13A	0.232	0.99999
FAM169A	0.232	0.99907
ACTB	0.232	0.98564
NUP205	0.232	1.0
GNL3L	0.232	0.99558
PABPC4	0.232	0.99905
RALGAPA1	0.232	0.99999
FADS2	0.232	0.99815
FBXW7	0.232	0.99949
TMEM132D	0.232	0.99907
ATP11C	0.232	0.9997
CASKIN2	0.232	0.99971
NUDT21	0.232	0.98576
BACH2	0.233	0.99803
PTPRM	0.233	0.99998
HMBOX1	0.233	0.99805
SOCS7	0.233	0.99807
HNRNPA3	0.233	0.99543
MAGED2	0.233	0.99538
PTGES3	0.233	0.98536
SRSF11	0.233	0.99806
LSM14B	0.234	0.9953
NCSTN	0.234	0.99942
AIFM1	0.234	0.99795
ZNF704	0.234	0.99532
TTBK1	0.234	0.99967
PBX2	0.234	0.99532
YIPF5	0.234	0.98529
KBTBD2	0.234	0.99795
SLC30A1	0.234	0.98532
KIAA1468	0.234	0.99993
ZNF827	0.234	0.99965
PICALM	0.234	0.99896
PRKG1	0.235	0.99938
YWHAE	0.235	0.98479
CRTC2	0.235	0.99891
PSMD6	0.235	0.99518
SMC2	0.235	0.9999
THBS1	0.235	0.99985
MAN1A2	0.235	0.99892
GMEB2	0.236	0.99495
SCFD1	0.236	0.99962
TNFRSF1A	0.236	0.9949
SSBP2	0.236	0.99777
CDYL	0.236	0.99504
REV1	0.236	0.99989
POLD3	0.236	0.99776
ESRP1	0.236	0.99934
FUS	0.237	0.9993
RARG	0.237	0.99478
EPB41L4B	0.237	0.99972
NDC1	0.237	0.99932
MSI2	0.237	0.99478
RBM14-RBM4	0.237	0.98438
ZMAT2	0.237	0.98418
AZIN1	0.237	0.99485
CRIM1	0.238	0.99971
PPP1R7	0.238	0.99458
RNF40	0.238	0.99987
MTMR1	0.238	0.9976
PRPF39	0.238	0.99875
EVL	0.238	0.99761
HEXIM1	0.238	0.98396
DLG4	0.238	0.99954
KANSL1	0.238	0.99972
AMIGO1	0.238	0.98411
DAZL	0.239	0.99449
RPL3	0.239	0.99441
CAMSAP1	0.239	0.99985
MDGA2	0.239	0.99922
TLE1	0.239	0.99922
LMTK2	0.239	0.99978
HCN4	0.239	0.99867
CHMP6	0.239	0.98358
ACTN2	0.239	0.99968
HDAC7	0.239	0.99969
HELLS	0.239	0.99979
ENG	0.24	0.99858
SLMAP	0.24	0.99976
C6orf62	0.24	0.98336
CACNA1B	0.24	0.99998
KHDRBS1	0.24	0.99423
TRIB2	0.24	0.98349
VEZF1	0.24	0.99423
HERC1	0.24	1.0
CCND3	0.24	0.98347
GSPT2	0.24	0.98321
TXLNA	0.24	0.99731
MED15	0.241	0.99974
FBXL5	0.241	0.99854
PCSK2	0.241	0.99853
FOSL2	0.241	0.98293
CAMK2G	0.241	0.9991
SH3GLB1	0.241	0.99407
SLC2A1	0.241	0.9941
TAOK2	0.241	0.99976
TAOK3	0.241	0.99975
TSHZ1	0.241	0.9973
FBXO33	0.241	0.99417
YTHDF1	0.241	0.9942
YWHAB	0.241	0.98314
TMEM259	0.241	0.99408
UBA2	0.241	0.99851
RBPJ	0.241	0.99853
ITPK1	0.242	0.99389
RPS6KA5	0.242	0.99909
SHH	0.242	0.98258
PDLIM4	0.242	0.98283
SRSF1	0.242	0.98268
FOXJ2	0.242	0.99846
MEMO1	0.242	0.9939
BCL9L	0.242	0.99939
TOPORS	0.242	0.99904
IGBP1	0.242	0.98274
LRCH2	0.242	0.99713
TOMM70A	0.242	0.99841
NOVA2	0.242	0.98259
SLC38A2	0.242	0.99709
DCHS1	0.242	0.99997
SRGAP3	0.243	0.9997
PHC1	0.243	0.99938
DDB1	0.243	0.99979
PCDH1	0.243	0.99838
SCAI	0.243	0.99936
PPP4R1	0.243	0.99958
PTK2	0.243	0.99987
PLAGL2	0.243	0.98253
MEF2D	0.243	0.99705
RPL18A	0.243	0.98228
TNFSF13B	0.244	0.98193
PIM3	0.244	0.98192
GMPS	0.244	0.99825
GRID1	0.244	0.99931
HNRNPL	0.244	0.99685
NONO	0.244	0.9935
ELL2	0.244	0.99824
DNAJC11	0.244	0.99893
GRM7	0.244	0.99896
TMEM131	0.244	0.99995
LONP1	0.244	0.9993
SRC	0.244	0.99691
HSPA4	0.244	0.99954
KIAA1211L	0.244	0.99694
SPI1	0.244	0.98206
TRIM27	0.244	0.99685
CEPT1	0.244	0.99351
RPL19	0.244	0.98197
EPS15L1	0.245	0.99964
KPNA1	0.245	0.99818
CACNA2D1	0.245	0.99989
STK11	0.245	0.9934
GABRD	0.245	0.99345
EIF5B	0.245	0.99981
UHRF2	0.245	0.99928
CELSR3	0.245	0.99998
BRD1	0.245	0.99949
KLF7	0.245	0.98178
RAB11FIP3	0.245	0.9982
RABL6	0.245	0.99817
GRAMD1B	0.245	0.99929
PUF60	0.245	0.99677
FBL	0.246	0.99319
TBX2	0.246	0.99329
ZRANB1	0.246	0.99885
ATP2A2	0.246	0.99945
FLT1	0.246	0.99983
ACTL6A	0.246	0.99665
HERC4	0.246	0.99961
AKAP4	0.246	0.99323
JADE1	0.246	0.99885
TRA2B	0.246	0.99312
BCAR1	0.246	0.99808
ADD3	0.246	0.9988
PSMC6	0.246	0.99662
POLR1B	0.246	0.99946
PRPF40B	0.246	0.99963
ASTN2	0.246	0.99971
GRIA2	0.247	0.99916
LNPEP	0.247	0.99957
RLIM	0.247	0.99301
RASIP1	0.247	0.99803
NAV2	0.247	0.99995
ILF2	0.247	0.9965
NUS1	0.247	0.98117
NPTN	0.247	0.99304
WT1	0.247	0.99648
CLOCK	0.247	0.99957
KCNH3	0.247	0.99919
TOP2B	0.247	0.99989
DCTN2	0.247	0.99653
NCOA1	0.247	0.99981
RHEB	0.247	0.98119
ANKRD34A	0.247	0.98103
HDAC9	0.248	0.99973
ANKRD13C	0.248	0.99793
WWP1	0.248	0.99966
ZNF319	0.248	0.99285
WDR18	0.248	0.99271
CBX8	0.248	0.9927
LENG8	0.248	0.99938
KAL1	0.248	0.99793
LRRC8B	0.249	0.99619
ZBTB21	0.249	0.99778
MORC4	0.249	0.99783
ARHGAP29	0.249	0.99964
NELL2	0.249	0.99952
PDE8B	0.249	0.99905
ZNF281	0.249	0.99624
ARFGEF2	0.249	0.99993
PHF13	0.249	0.98042
INPP4A	0.249	0.99952
MUC5B	0.249	0.99999
KDR	0.249	0.99982
BAI2	0.249	0.99982
NLGN4X	0.249	0.99267
LRP2	0.249	0.99999
CHRM3	0.249	0.99253
PITPNC1	0.249	0.99252
ZNF496	0.249	0.99624
USF2	0.249	0.99253
PDIA3	0.25	0.99608
FLNC	0.25	0.99994
MTMR4	0.25	0.99959
TRIP13	0.25	0.99606
ACE2	0.25	0.99769
KIRREL	0.25	0.99855
CELSR1	0.25	0.99994
HGF	0.25	0.99947
RYR2	0.25	0.99999
TM9SF4	0.25	0.999
FAM160B1	0.25	0.99898
SYN1	0.251	0.99216
CAD	0.251	0.99993
FAF1	0.251	0.99895
FNIP1	0.251	0.99957
ETF1	0.251	0.996
INHBA	0.251	0.97979
SLC30A10	0.251	0.97952
STT3B	0.251	0.99896
MRC1L1	0.251	0.99765
MEX3A	0.251	0.97977
CAMK2A	0.251	0.99845
INTS3	0.251	0.99972
RNPS1	0.251	0.9798
NFE2L1	0.251	0.99759
SLC6A3	0.251	0.99758
CELSR2	0.251	0.99994
TFAP2D	0.252	0.99199
PIK3CB	0.252	0.99964
ZC3H12C	0.252	0.99838
DOPEY1	0.252	0.99993
ZMIZ1	0.252	0.99937
ZYG11B	0.252	0.99836
SKIDA1	0.252	0.99193
SEPT9	0.252	0.99579
SCUBE3	0.252	0.99939
KLF6	0.252	0.97946
SFMBT2	0.252	0.99939
DNM1	0.252	0.99917
ZNFX1	0.252	0.99983
RBBP4	0.253	0.99565
LEMD3	0.253	0.99877
RUSC2	0.253	0.99949
AKAP6	0.253	0.99983
TMEM132B	0.253	0.99876
RBM15B	0.253	0.99557
ZNF644	0.253	0.99914
AUTS2	0.253	0.99934
SIM1	0.253	0.99828
FAT3	0.253	0.99995
TP53BP1	0.253	0.99985
HECW1	0.253	0.99982
NEGR1	0.253	0.99173
XPO5	0.253	0.99971
SVEP1	0.254	0.99995
SCAF1	0.254	0.99819
DLGAP1	0.254	0.99875
DLX2	0.254	0.97847
TTYH1	0.254	0.99539
CSNK1G2	0.254	0.99138
RAB35	0.254	0.97845
PIAS2	0.254	0.99718
ADCY5	0.254	0.99928
GRM5	0.254	0.99872
BOD1L1	0.254	0.99985
PTPRS	0.254	0.99983
EDNRA	0.254	0.99158
NRXN1	0.254	0.99964
ARHGAP32	0.254	0.99978
FRMD5	0.254	0.99724
VPS54	0.254	0.99929
UBE2R2	0.255	0.97816
AMMECR1L	0.255	0.9913
CCT6A	0.255	0.99532
TCFL5	0.255	0.99128
PBX1	0.255	0.99527
TCP1	0.255	0.99527
IRF1	0.256	0.9909
PRKAG2	0.256	0.99692
LRP12	0.256	0.99799
EBF1	0.256	0.99697
FAM131B	0.256	0.99092
SOS2	0.256	0.99955
RAD21	0.256	0.99701
MOSPD2	0.256	0.99105
STXBP5	0.256	0.99956
KCNJ3	0.256	0.99108
POLR1A	0.256	0.9998
TP73	0.256	0.99696
CWC15	0.256	0.97769
NDFIP1	0.257	0.97747
EPHB1	0.257	0.9985
PHLPP1	0.257	0.99927
MAGI2	0.257	0.99943
PPP2R2A	0.257	0.99495
ZNF618	0.257	0.99842
HECW2	0.257	0.9997
USP1	0.257	0.99691
PHACTR3	0.257	0.99687
FBXL20	0.257	0.99691
BRD7	0.258	0.99774
MTMR3	0.258	0.99937
CDK16	0.258	0.9948
HMGXB3	0.258	0.999
MARK4	0.258	0.99777
FAM208A	0.258	0.99954
CALD1	0.258	0.99879
PPP2R4	0.258	0.99057
DLC1	0.258	0.99948
ELF2	0.258	0.99482
LIN9	0.258	0.99771
NRG1	0.258	0.99665
NRXN2	0.258	0.99934
GRIA1	0.259	0.99869
STMN2	0.259	0.97687
TSKS	0.259	0.99652
IRF2BP1	0.259	0.99024
TMEM57	0.259	0.99757
NTRK3	0.259	0.9983
TFAP2B	0.259	0.99023
DKFZP761J1410	0.259	0.99025
DEF6	0.259	0.99768
MKL1	0.259	0.99768
SMAD2	0.259	0.99661
MBD3	0.26	0.9765
CBX1	0.26	0.97622
HMGCR	0.26	0.99861
PLAGL1	0.26	0.9764
TRIM8	0.26	0.99438
SLC8A2	0.26	0.99633
DSP	0.26	0.99978
PPP1R37	0.26	0.99448
OSBP	0.26	0.99855
PITX2	0.26	0.97618
ADCY2	0.261	0.99898
DAAM1	0.261	0.99918
DOCK2	0.261	0.99969
TTBK2	0.261	0.99875
DUSP6	0.261	0.97603
RPS6	0.261	0.9759
EXT1	0.261	0.99732
PHF20	0.261	0.99875
RPS18	0.261	0.9759
STXBP5L	0.261	0.99926
TFAP2A	0.261	0.98964
PCNA	0.261	0.97606
YLPM1	0.261	0.99965
ERF	0.261	0.98968
CIT	0.261	0.9997
GNAO1	0.261	0.98963
MKRN1	0.261	0.99421
NR5A1	0.262	0.9896
ZBTB1	0.262	0.99407
KCNB2	0.262	0.99613
KCNC1	0.262	0.98957
GRIK2	0.262	0.99841
PKNOX1	0.262	0.99401
RELB	0.262	0.994
ARRB1	0.262	0.99394
CAMTA2	0.262	0.99918
RAB8A	0.262	0.97543
RAN	0.262	0.97576
ATG4A	0.262	0.98953
PLXNA1	0.262	0.99951
CBX6	0.262	0.97568
DLG5	0.262	0.99948
PHF8	0.263	0.99785
DDX4	0.263	0.99826
OPN1LW	0.263	0.97535
PPP2CA	0.263	0.9893
PTGS2	0.263	0.99597
TPP2	0.263	0.99912
HUNK	0.263	0.99589
AP1B1	0.263	0.99828
AP2B1	0.263	0.9983
CBFA2T2	0.263	0.99585
ARHGAP5	0.263	0.99862
DBN1	0.263	0.99705
MSI1	0.264	0.99357
TENM3	0.264	0.99955
FCHO1	0.264	0.99845
HSPH1	0.264	0.99822
ST7	0.264	0.99703
TEAD3	0.264	0.99362
ITGB8	0.264	0.99767
SMAP1	0.264	0.99357
CCNL1	0.264	0.99575
SLC9A7	0.264	0.99352
EYA3	0.264	0.99702
VRTN	0.264	0.98901
CTDNEP1	0.264	0.97468
RRAS2	0.264	0.97463
NFATC3	0.264	0.99813
FBXO38	0.265	0.99879
MORF4L1	0.265	0.99339
CHRM4	0.265	0.97439
HECTD2	0.265	0.99806
SBF1	0.265	0.99933
SLC44A1	0.265	0.99676
NKD1	0.265	0.99344
GNB2	0.265	0.98876
FAM135A	0.265	0.99893
ARPC4	0.265	0.97453
NMNAT2	0.265	0.98853
NMT1	0.265	0.9955
ERBB4	0.265	0.99912
SESTD1	0.265	0.99802
ATRNL1	0.266	0.99915
PAPOLG	0.266	0.9979
DIP2B	0.266	0.99924
GIT2	0.266	0.99793
NCOA6	0.266	0.99913
AMOT	0.266	0.99666
PSIP1	0.266	0.99668
PDHA1	0.266	0.98842
CBLB	0.266	0.99825
EDA	0.266	0.97391
SLC4A8	0.266	0.99849
HDGFRP3	0.266	0.9738
RABEP1	0.266	0.99851
IWS1	0.267	0.99727
AGAP2	0.267	0.99816
TP63	0.267	0.99728
SLC7A1	0.267	0.99291
FOXO3	0.267	0.98806
ZIC2	0.267	0.97362
ROR1	0.267	0.99645
SMAD1	0.267	0.98803
PPARGC1A	0.267	0.9973
MMP14	0.267	0.99522
SRGAP1	0.267	0.99845
CNNM2	0.267	0.99521
MEGF9	0.267	0.9881
GANAB	0.267	0.99873
RBL2	0.268	0.99835
RPS6KA4	0.268	0.99715
LRFN3	0.268	0.97322
APEX2	0.268	0.97302
